"date","variable","value","lbl","plbl","nlbl"
2022-11-01,"Energy",-0.0343131350924791,,,
2022-12-01,"Energy",-0.205877207656581,,,
2023-01-01,"Energy",0.0943261552426663,,,
2023-02-01,"Energy",-0.0438771831372339,,,
2023-03-01,"Energy",-0.131435549158584,,,
2023-04-01,"Energy",0.0280409432127878,,,
2023-05-01,"Energy",-0.107720296539476,,,
2023-06-01,"Energy",0.0386257859600993,,,
2023-07-01,"Energy",-0.0210340824779168,,,
2023-08-01,"Energy",0.187012731565749,,,
2023-09-01,"Energy",0.0928198771286937,,,
2023-10-01,"Energy",-0.106580005085098,,,
2023-11-01,"Energy",-0.0820129893141388,,,
2023-12-01,"Energy",-0.0269129418624644,,,
2024-01-01,"Energy",-0.0172150909406165,,,
2024-02-01,"Energy",0.0524575155917632,,,
2024-03-01,"Energy",0.0196083726831512,,,
2024-04-01,"Energy",0.0386372228547825,,,
2024-05-01,"Energy",-0.0556806126638458,,,
2024-06-01,"Energy",-0.0648251090296865,,,
2024-07-01,"Energy",-0.0179339440254272,,,
2024-08-01,"Energy",-0.0381452310677335,,,
2024-09-01,"Energy",-0.0395268255994631,,,
2024-10-01,"Energy",-0.00967290391387796,,,
2024-11-01,"Energy",0.00168303336701851,,,
2024-12-01,"Energy",0.0861426291900381,,,
2025-01-01,"Energy",0.0471609044511586,,,
2025-02-01,"Energy",0.00512040777824618,,,
2025-03-01,"Energy",-0.104875898308623,,,
2025-04-01,"Energy",0.0197583351590302,,,
2025-05-01,"Energy",-0.0353895849531967,,,
2025-06-01,"Energy",0.0331101323171709,,,
2025-07-01,"Energy",-0.0394437831266329,,,
2025-08-01,"Energy",0.027755515764464,,,
2025-09-01,"Energy",0.0593377662359161,,,
2025-10-01,"Energy",-0.0245212818429221,"-0.02",,"-0.02"
2025-11-01,"Energy",0.0663133617545979,"0.07","0.07",
2026-04-01,"Energy",0.0145728918675633,,"0.01",
2022-11-01,"Food",0.0405007106888321,,,
2022-12-01,"Food",0.0309601739994758,,,
2023-01-01,"Food",0.0293059680017629,,,
2023-02-01,"Food",0.0210786518954507,,,
2023-03-01,"Food",-0.0115730156125482,,,
2023-04-01,"Food",0.00558619042884904,,,
2023-05-01,"Food",0.0132502194439034,,,
2023-06-01,"Food",-0.000674263528174095,,,
2023-07-01,"Food",0.0136804650415363,,,
2023-08-01,"Food",0.0162966032611301,,,
2023-09-01,"Food",0.00697988704215246,,,
2023-10-01,"Food",0.0251492353646876,,,
2023-11-01,"Food",-0.0084810993364867,,,
2023-12-01,"Food",0.0039709477840621,,,
2024-01-01,"Food",0.0263988497599328,,,
2024-02-01,"Food",0.0140227517038345,,,
2024-03-01,"Food",-0.00513708734579439,,,
2024-04-01,"Food",-0.0069172274465158,,,
2024-05-01,"Food",0.00372425694657591,,,
2024-06-01,"Food",0.00670464354411922,,,
2024-07-01,"Food",0.00798065072524685,,,
2024-08-01,"Food",0.00440221611932079,,,
2024-09-01,"Food",0.0177782396911185,,,
2024-10-01,"Food",0.0120162886915744,,,
2024-11-01,"Food",0.0190312079200199,,,
2024-12-01,"Food",0.0182431619045871,,,
2025-01-01,"Food",0.023483546921628,,,
2025-02-01,"Food",-0.000864011890200942,,,
2025-03-01,"Food",0.0334267129929271,,,
2025-04-01,"Food",-0.0204047706088742,,,
2025-05-01,"Food",0.012696034463305,,,
2025-06-01,"Food",0.0192439058580227,,,
2025-07-01,"Food",-0.00776184975791583,,,
2025-08-01,"Food",0.0339407380880266,,,
2025-09-01,"Food",0.0326413130194848,,,
2025-10-01,"Food",-0.0022844286855779,,,"-0.00"
2025-11-01,"Food",-0.00239528720675498,,,"-0.00"
2026-04-01,"Food",0.00130196225583398,,"0.00",
2022-11-01,"Core Goods",-0.0482009633784933,,,
2022-12-01,"Core Goods",0.00102505856158151,,,
2023-01-01,"Core Goods",0.0997360550651915,,,
2023-02-01,"Core Goods",0.0424381651303456,,,
2023-03-01,"Core Goods",0.0466471766490726,,,
2023-04-01,"Core Goods",0.0163886607432791,,,
2023-05-01,"Core Goods",0.0681514303303805,,,
2023-06-01,"Core Goods",-0.0395504620438596,,,
2023-07-01,"Core Goods",-0.0991431019237718,,,
2023-08-01,"Core Goods",-0.0160475752551461,,,
2023-09-01,"Core Goods",-0.0215780589279357,,,
2023-10-01,"Core Goods",0.0354632647271801,,,
2023-11-01,"Core Goods",-0.0817971229128831,,,
2023-12-01,"Core Goods",-0.0568491923566669,,,
2024-01-01,"Core Goods",-0.00818103114213333,,,
2024-02-01,"Core Goods",0.0684808830978627,,,
2024-03-01,"Core Goods",0.0224969372208707,,,
2024-04-01,"Core Goods",0.0120299777020516,,,
2024-05-01,"Core Goods",-0.0445113911734309,,,
2024-06-01,"Core Goods",0.0112528943949287,,,
2024-07-01,"Core Goods",-0.0132530012444652,,,
2024-08-01,"Core Goods",-0.02818821001478,,,
2024-09-01,"Core Goods",0.00903134346542239,,,
2024-10-01,"Core Goods",0.0131175594288675,,,
2024-11-01,"Core Goods",-0.0263683161541411,,,
2024-12-01,"Core Goods",-0.0603907471457161,,,
2025-01-01,"Core Goods",0.087983207447215,,,
2025-02-01,"Core Goods",0.0890165212731702,,,
2025-03-01,"Core Goods",-0.0570106166465637,,,
2025-04-01,"Core Goods",0.0633400510854197,,,
2025-05-01,"Core Goods",0.0541872642309852,,,
2025-06-01,"Core Goods",0.0857515165598331,,,
2025-07-01,"Core Goods",-0.000198887273941352,,,
2025-08-01,"Core Goods",-0.0245072002563651,,,
2025-09-01,"Core Goods",0.0384250753230585,,,
2025-10-01,"Core Goods",0.000789923822434466,,"0.00",
2025-11-01,"Core Goods",-0.00256977298075977,,,"-0.00"
2026-04-01,"Core Goods",-0.0110611121085449,,,"-0.01"
2022-11-01,"Core Services exc. Housing",0.195151660763156,,,
2022-12-01,"Core Services exc. Housing",0.193062795227658,,,
2023-01-01,"Core Services exc. Housing",0.21614533043995,,,
2023-02-01,"Core Services exc. Housing",0.168959029620962,,,
2023-03-01,"Core Services exc. Housing",0.164006558883804,,,
2023-04-01,"Core Services exc. Housing",0.207647788412489,,,
2023-05-01,"Core Services exc. Housing",0.111060115846833,,,
2023-06-01,"Core Services exc. Housing",0.191428595172645,,,
2023-07-01,"Core Services exc. Housing",0.147927431907716,,,
2023-08-01,"Core Services exc. Housing",0.0496460203455778,,,
2023-09-01,"Core Services exc. Housing",0.215093924087237,,,
2023-10-01,"Core Services exc. Housing",0.0312075164326834,,,
2023-11-01,"Core Services exc. Housing",0.10073077410077,,,
2023-12-01,"Core Services exc. Housing",0.150401600821352,,,
2024-01-01,"Core Services exc. Housing",0.390938500324568,,,
2024-02-01,"Core Services exc. Housing",0.0961934038563399,,,
2024-03-01,"Core Services exc. Housing",0.252486194128594,,,
2024-04-01,"Core Services exc. Housing",0.137727512837042,,,
2024-05-01,"Core Services exc. Housing",0.0366931994352166,,,
2024-06-01,"Core Services exc. Housing",0.155055328636189,,,
2024-07-01,"Core Services exc. Housing",0.121581987522652,,,
2024-08-01,"Core Services exc. Housing",0.115575278885488,,,
2024-09-01,"Core Services exc. Housing",0.182721822615755,,,
2024-10-01,"Core Services exc. Housing",0.189431210918592,,,
2024-11-01,"Core Services exc. Housing",0.0802382053386535,,,
2024-12-01,"Core Services exc. Housing",0.180420241173839,,,
2025-01-01,"Core Services exc. Housing",0.141049342392341,,,
2025-02-01,"Core Services exc. Housing",0.2637663107443,,,
2025-03-01,"Core Services exc. Housing",0.0826785644959877,,,
2025-04-01,"Core Services exc. Housing",0.0483951216981659,,,
2025-05-01,"Core Services exc. Housing",0.108731262550433,,,
2025-06-01,"Core Services exc. Housing",0.104568906531341,,,
2025-07-01,"Core Services exc. Housing",0.17473929984458,,,
2025-08-01,"Core Services exc. Housing",0.167467633302097,,,
2025-09-01,"Core Services exc. Housing",0.106713244190209,,,
2025-10-01,"Core Services exc. Housing",0.165578642899678,"0.17","0.17",
2025-11-01,"Core Services exc. Housing",0.12742133313456,"0.13","0.13",
2026-04-01,"Core Services exc. Housing",0.0950116102858791,"0.10","0.10",
2022-11-01,"Housing",0.104826661092891,,,
2022-12-01,"Housing",0.116402049572924,,,
